Timestamp,LogLevel,Message
"2024-10-30 02:08:50,837",WARNING,"R- Failed to find http://www.coe.edu/robots.txt, trying next protocol..."
"2024-10-30 02:08:50,838",WARNING,R- Failed to obtain robots.txt for domain www.coe.edu using both HTTP and HTTPS.
"2024-10-30 02:08:50,838",WARNING,"R- No robots.txt found for www.coe.edu, assuming no restrictions."
"2024-10-30 02:08:50,924",ERROR,"Error fetching https://www.coe.edu/: HTTPSConnectionPool(host='www.coe.edu', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1000)')))"
"2024-10-30 02:08:50,924",INFO,"Details for website https://www.cornellcollege.edu/: {'Category': 'College', 'State': 'IA', 'City': 'Mount Vernon', 'Institution': 'Cornell College'}"
"2024-10-30 02:08:51,075",INFO,R- Successfully read robots.txt from https://www.cornellcollege.edu/robots.txt
"2024-10-30 02:08:51,076",INFO,R- Disallowed paths for domain www.cornellcollege.edu: None
"2024-10-30 02:08:51,170",INFO,Successfully fetched https://www.cornellcollege.edu/
"2024-10-30 02:08:51,171",INFO,Word count completed for https://www.cornellcollege.edu/
"2024-10-30 02:08:51,172",INFO,"Details for website https://www.dmacc.edu/: {'Category': 'College', 'State': 'IA', 'City': 'Des Moines', 'Institution': 'Des Moines Area Community College'}"
"2024-10-30 02:08:51,629",INFO,R- Successfully read robots.txt from https://www.dmacc.edu/robots.txt
"2024-10-30 02:08:51,629",INFO,"R- Disallowed paths for domain www.dmacc.edu: /_qa/, /_resources/, /_showcase/, /_testing/"
"2024-10-30 02:08:51,854",INFO,Successfully fetched https://www.dmacc.edu/
"2024-10-30 02:08:51,877",INFO,Word count completed for https://www.dmacc.edu/
"2024-10-30 02:08:51,883",INFO,"Details for website https://www.dordt.edu/: {'Category': 'College', 'State': 'IA', 'City': 'Sioux Center', 'Institution': 'Dordt University'}"
"2024-10-30 02:08:52,370",INFO,R- Successfully read robots.txt from https://www.dordt.edu/robots.txt
"2024-10-30 02:08:52,370",INFO,"R- Disallowed paths for domain www.dordt.edu: /cpresources/, /vendor/, /.env"
"2024-10-30 02:08:52,454",INFO,Successfully fetched https://www.dordt.edu/
"2024-10-30 02:08:52,502",INFO,Word count completed for https://www.dordt.edu/
"2024-10-30 02:08:52,514",INFO,"Details for website https://www.graceland.edu/: {'Category': 'College', 'State': 'IA', 'City': 'Lamoni', 'Institution': 'Graceland University'}"
"2024-10-30 02:08:52,780",WARNING,"R- Failed to find https://www.graceland.edu/robots.txt, trying next protocol..."
"2024-10-30 02:08:52,891",WARNING,"R- Failed to find http://www.graceland.edu/robots.txt, trying next protocol..."
"2024-10-30 02:08:52,892",WARNING,R- Failed to obtain robots.txt for domain www.graceland.edu using both HTTP and HTTPS.
"2024-10-30 02:08:52,892",WARNING,"R- No robots.txt found for www.graceland.edu, assuming no restrictions."
